passenger_id,origin,destination,appear_time,board_time,arrival_time,status,wait_time,travel_time,total_time,assigned_vehicle
P455,8589161,8587255,2468.016803124398,2916.0,3051.0,ARRIVED,447.98319687560206,135.0,582.9831968756021,
P456,8589161,8587255,2823.9027507745286,2916.0,3051.0,ARRIVED,92.09724922547139,135.0,227.0972492254714,
P457,8589161,8589131,2566.615681956392,2925.0,,ONBOARD,358.3843180436079,,,
P458,8589161,8589131,2754.8204490835183,2925.0,,ONBOARD,170.17955091648173,,,
P459,8589161,8577786,2412.165216450189,2440.0,3052.0,ARRIVED,27.834783549811164,612.0,639.8347835498112,
P460,8589161,8577786,2645.4000732038703,2925.0,3559.0,ARRIVED,279.5999267961297,634.0,913.5999267961297,
P461,8589161,8577786,2787.9342345780483,2925.0,3559.0,ARRIVED,137.0657654219517,634.0,771.0657654219517,
P462,8589161,8504622,2438.2689309854345,2916.0,3324.0,ARRIVED,477.7310690145655,408.0,885.7310690145655,
P463,8589161,8589271,2940.2392883277357,,,WAITING,,,,
P464,8589161,8592377,2814.021853109331,,,WAITING,,,,MINIBUS_1
P465,8589161,8592377,2868.5811098198046,,,WAITING,,,,MINIBUS_1
P466,8589161,8589270,2930.353834722824,3444.0,,ONBOARD,513.6461652771759,,,
P467,8589161,8589158,2513.0069298765966,3188.3999977111816,3274.7999877929688,ARRIVED,675.393067834585,86.39999008178711,761.7930579163722,MINIBUS_1
P468,8589161,8589158,2540.303863222459,3188.3999977111816,3274.7999877929688,ARRIVED,648.0961344887228,86.39999008178711,734.4961245705099,MINIBUS_1
P469,8589161,8589158,2607.0562992747996,3188.3999977111816,3274.7999877929688,ARRIVED,581.343698436382,86.39999008178711,667.7436885181692,MINIBUS_1
P470,8589161,8589158,2697.2792643697244,3188.3999977111816,3274.7999877929688,ARRIVED,491.12073334145725,86.39999008178711,577.5207234232444,MINIBUS_1
P471,8589161,8589158,2904.9241866940965,,,WAITING,,,,MINIBUS_1
P472,8592374,8589141,2466.031013947771,2735.0,3495.0,ARRIVED,268.96898605222896,760.0,1028.968986052229,
P473,8592374,8589152,2586.166601693442,2735.0,3447.0,ARRIVED,148.83339830655814,712.0,860.8333983065581,
P474,8592374,8589152,2640.325507444802,2735.0,3447.0,ARRIVED,94.67449255519796,712.0,806.674492555198,
P475,8592374,8589152,2661.794108369779,2735.0,3447.0,ARRIVED,73.20589163022078,712.0,785.2058916302208,
P476,8592374,8589152,2694.9717668877443,2735.0,3447.0,ARRIVED,40.02823311225575,712.0,752.0282331122557,
P477,8592374,8589152,2751.4331367667723,3045.0,,ONBOARD,293.56686323322765,,,
P478,8592374,8589152,2786.466111757631,3045.0,,ONBOARD,258.5338882423689,,,
P479,8592374,8589152,2827.764460848547,3045.0,,ONBOARD,217.23553915145294,,,
P480,8592374,8589152,2894.885630491636,3045.0,,ONBOARD,150.11436950836378,,,
P481,8592374,8589152,2932.9661172242136,3045.0,,ONBOARD,112.03388277578642,,,
P482,8592374,8589138,2425.0907137776,2735.0,3373.0,ARRIVED,309.90928622240017,638.0,947.9092862224002,
P483,8592374,8589138,2648.114418811411,2735.0,3373.0,ARRIVED,86.88558118858919,638.0,724.8855811885892,
P484,8592374,8589138,2806.6060857582015,,,WAITING,,,,
P485,8592374,8587255,2423.765469139481,2735.0,3051.0,ARRIVED,311.23453086051904,316.0,627.234530860519,
P486,8592374,8587255,2525.217067887967,2735.0,3051.0,ARRIVED,209.782932112033,316.0,525.782932112033,
P487,8592374,8589130,2801.248812393631,3063.0,,ONBOARD,261.75118760636906,,,
P488,8592374,8589131,2489.4825250600516,2606.0,3201.0,ARRIVED,116.51747493994844,595.0,711.5174749399484,
